questionType,asin,answerTime,unixTime,question,answerType,answer
yes/no,B00D96BJSO,5-Jan-15,1420444800,Does this headset have mic monitoring?,?,"You need to get the new version, the XO SEVEN Pro, to get mic monitoring. We just added it to the newer models of the XO ONE, XO SEVEN Pro, and XO FOUR Stealth."
open-ended,B00D96BJSO,18-Oct-14,1413615600,i can use it for listening for music in iphone 5 ?,,You can with the second cable provided. You can also use that cable on a computer too. It is just like any normal headphone jack.
yes/no,B00D96BJSO,29-Dec-14,1419840000,I recently got the XO Four Turtle Beach and the only major issue I have is how it's very uncomfortable on my head. Is this one better?,?,"Yeah, very comftarble and excellent quality, I as a gamer I highly recommend them."
yes/no,B00D96BJSO,27-Aug-14,1409122800,Is the xbox one stereo headset adapter included?,Y,Yes it is
open-ended,B00D96BJSO,8-Nov-14,1415433600,How Do I go about being able to hear the game play and the chat at the same time? it seems like I'm only hearing one or the other?,,Make sure your controller is updated ...
yes/no,B00D96BJSO,14-Jul-14,1405321200,Will the headset work? Im using a monitor (HDMI-DVI) instead of a TV and I'm getting sound from pc speakers through S/PDIF rather than from a TV.,?,"It should. The headset doesn't plug into the console/TV at all. It's a regular stereo headset, and it comes with an adapter for the Xbox One controller. The only cables plug into the controller, and there's a spare more suited to another device like a phone or laptop."
yes/no,B00D96BO7K,28-Aug-14,1409209200,can this be used wirelessly to watch movies from my xbox 360? thanks,?,Unfortunately no. Need to run the cord at all times. But this is a great headset has alot of uses
yes/no,B00D96BO7K,21-Aug-14,1408604400,Will this work for xbox one chat,Y,Yes. You just have to buy this...
yes/no,B00D96BO7K,21-Jul-14,1405926000,will these work with a pc,Y,Yup. I use them frequently with my PC. Just plug the USB and microphone jack in and you are good to go.
open-ended,B00D96BO7K,27-Apr-15,1430118000,What size is the Plug? I'm looking to use this with a cordless phone handset.,,"The headset has a 3.5mm ""4-pole"" plug hardwired to it. It is not designed for use with cordless landline handsets, but will connect to most smartphones and tablets."
open-ended,B00D96BO7K,4 days ago,,HI.Any one know where i can purchase a mike boom for a turtle beach spectre headset,,eBay or Amazon. This headset is not all that anyway. Not surround sound and the speakers are only so so. I would invest in a true surround sound headset to hear footstep and vehicle direction better.
yes/no,B00D96BO7K,2-Mar-15,1425283200,"as soon as you get it, is it ready to go and use on the xbox 360?",?,Yes....you can use it with your phone ...or with xbox 360 or xbox one...
yes/no,B00D96BO7K,17-Jan-15,1421481600,are they wireless,N,No..
yes/no,B00D96BO7K,29-Nov-14,1417248000,is this compatible with the new xbox 1,?,"Neil, you would also need an Xbox One Stereo Headset Adapter made by Microsoft to use this with an Xbox One. With that adapter it is fully compatible."
yes/no,B00D96BO7K,27-Nov-14,1417075200,Will they work on an xbox one?,Y,Yes
yes/no,B00D96BO7K,1-Nov-14,1414825200,if i use this for my xbox one. Will the adapter replace the amplifier that comes with the headset?,?,I am use with XBOX 360 and noew we are connected to TV.
yes/no,B00D96BO7K,28-Aug-14,1409209200,can this be used wirelessly to watch movies from my xbox 360? thanks,?,Unfortunately no. Need to run the cord at all times. But this is a great headset has alot of uses
yes/no,B00D96BO7K,21-Aug-14,1408604400,Will this work for xbox one chat,Y,Yes. You just have to buy this...
yes/no,B00D96BO7K,21-Jul-14,1405926000,will these work with a pc,Y,Yup. I use them frequently with my PC. Just plug the USB and microphone jack in and you are good to go.
open-ended,B00D96BO7K,27-Apr-15,1430118000,What size is the Plug? I'm looking to use this with a cordless phone handset.,,"The headset has a 3.5mm ""4-pole"" plug hardwired to it. It is not designed for use with cordless landline handsets, but will connect to most smartphones and tablets."
open-ended,B00D96BO7K,4 days ago,,HI.Any one know where i can purchase a mike boom for a turtle beach spectre headset,,eBay or Amazon. This headset is not all that anyway. Not surround sound and the speakers are only so so. I would invest in a true surround sound headset to hear footstep and vehicle direction better.
yes/no,B00D96BO7K,2-Mar-15,1425283200,"as soon as you get it, is it ready to go and use on the xbox 360?",?,Yes....you can use it with your phone ...or with xbox 360 or xbox one...
yes/no,B00D96BO7K,17-Jan-15,1421481600,are they wireless,N,No..
yes/no,B00D96BO7K,29-Nov-14,1417248000,is this compatible with the new xbox 1,?,"Neil, you would also need an Xbox One Stereo Headset Adapter made by Microsoft to use this with an Xbox One. With that adapter it is fully compatible."
yes/no,B00D96BO7K,27-Nov-14,1417075200,Will they work on an xbox one?,Y,Yes
yes/no,B00D96BO7K,1-Nov-14,1414825200,if i use this for my xbox one. Will the adapter replace the amplifier that comes with the headset?,?,I am use with XBOX 360 and noew we are connected to TV.
open-ended,B00D96BORK,23-Apr-14,1398236400,how would i set it up for hdmi?,,"The same way you set up any turtle beaches, just put the red & white component cables from your console into the turtle beach ports & you'll be fine, the HDMI is from your console to your TV, that has nothing to do with the beaches. :D"
open-ended,B00D96BORK,1-Jun-14,1401606000,Where can I get an extra audio cable that comes with this headset (the one with the green end),,amazon
yes/no,B00D96BORK,22-Aug-14,1408690800,Does this Call of Duty Turtle Beach Headset work with the PS4 out of the box with nothing extra?,Y,Yes it's ps4 compatible
yes/no,B00D96BORK,3-Sep-14,1409727600,"I have a Mac Air, and wondering what the connector/cable options are... is it USB, classic speaker/mic?",?,"Play On Anything Go from a console player on Xbox 360 or PlayStation 3 to a PC or Mac gamer to playing on your phone, tablet or mobile gaming device and back again with a quick switch of wires. 3.5mm, 4-pole auxillary cable, RCA splitter cable"
open-ended,B00D96BORK,26-Oct-14,1414306800,do you have to get the xbox 360 adaptor or whatever,,If you mean the voice cable for the 360 then yes other than that I do not know
yes/no,B00D96BORK,24-Feb-15,1424764800,will it work for a iMac computer out of the box?,Y,Yes it will.
open-ended,B00D96BORK,4-Feb-15,1423036800,"Can I listen to in-game sound and my mp3 player simultaneously? Like, if I turn off the in game music and leave on in game sfx and then play my mp3?",,"Yes indeed. The inline amp has an input where you can connect any source using a 3.5mm jack. So you can plug in your phone, tablet, or anything else you just need the right cable. Fortunately it also comes with a 3.5mm mobile adapter cord and a 3.5mm to RCA plug adapter cord."
open-ended,B00D96BORK,9-Jan-15,1420790400,Is the wire just covered in the rubber coating or is it the higher end cloth/braid wrap?,,"The Shadow uses a thick rubber coated cable. The next version up in this line, the Spectre, uses the braided cloth."
open-ended,B00D96BORK,25-Nov-14,1416902400,"how many cords do you have to hook up to actually listen , and how long are the cords",,"That depends upon what you are connecting it to. The user guide has diagrams for each possible configuration (http://cdn-assets.turtlebeach.com/products/396/shadow_usermanual_en_101713.pdf). I believe the cord on the inline amp is 16 ft. long, as it runs to the back of the console, and the others are all shorter."
yes/no,B00D96BORK,25-Nov-14,1416902400,can i connect to my iphone 5c,Y,Yes
open-ended,B00D96BORK,23-Apr-14,1398236400,how would i set it up for hdmi?,,"The same way you set up any turtle beaches, just put the red & white component cables from your console into the turtle beach ports & you'll be fine, the HDMI is from your console to your TV, that has nothing to do with the beaches. :D"
open-ended,B00D96BORK,1-Jun-14,1401606000,Where can I get an extra audio cable that comes with this headset (the one with the green end),,amazon
yes/no,B00D96BORK,22-Aug-14,1408690800,Does this Call of Duty Turtle Beach Headset work with the PS4 out of the box with nothing extra?,Y,Yes it's ps4 compatible
yes/no,B00D96BORK,3-Sep-14,1409727600,"I have a Mac Air, and wondering what the connector/cable options are... is it USB, classic speaker/mic?",?,"Play On Anything Go from a console player on Xbox 360 or PlayStation 3 to a PC or Mac gamer to playing on your phone, tablet or mobile gaming device and back again with a quick switch of wires. 3.5mm, 4-pole auxillary cable, RCA splitter cable"
open-ended,B00D96BORK,26-Oct-14,1414306800,do you have to get the xbox 360 adaptor or whatever,,If you mean the voice cable for the 360 then yes other than that I do not know
yes/no,B00D96BORK,24-Feb-15,1424764800,will it work for a iMac computer out of the box?,Y,Yes it will.
open-ended,B00D96BORK,4-Feb-15,1423036800,"Can I listen to in-game sound and my mp3 player simultaneously? Like, if I turn off the in game music and leave on in game sfx and then play my mp3?",,"Yes indeed. The inline amp has an input where you can connect any source using a 3.5mm jack. So you can plug in your phone, tablet, or anything else you just need the right cable. Fortunately it also comes with a 3.5mm mobile adapter cord and a 3.5mm to RCA plug adapter cord."
open-ended,B00D96BORK,9-Jan-15,1420790400,Is the wire just covered in the rubber coating or is it the higher end cloth/braid wrap?,,"The Shadow uses a thick rubber coated cable. The next version up in this line, the Spectre, uses the braided cloth."
open-ended,B00D96BORK,25-Nov-14,1416902400,"how many cords do you have to hook up to actually listen , and how long are the cords",,"That depends upon what you are connecting it to. The user guide has diagrams for each possible configuration (http://cdn-assets.turtlebeach.com/products/396/shadow_usermanual_en_101713.pdf). I believe the cord on the inline amp is 16 ft. long, as it runs to the back of the console, and the others are all shorter."
yes/no,B00D96BORK,25-Nov-14,1416902400,can i connect to my iphone 5c,Y,Yes
yes/no,B00D96BMV8,15-Apr-14,1397545200,Does this headset come with the Xbox One Stereo Headset Adapter?,Y,"Yes, it comes with the adapter."
yes/no,B00D96BMV8,27-Jun-14,1403852400,"Can you hear your voice in the headphones during chat, so you do not begin to shout?",?,"If you are referring to the voice monitoring system where the headset plays your voice back through the speakers like on the x12, then no. This was a big disappointment, as I loved that feature on my x12's (my wife loved it more:) You can hear yourself if you talk loud enough, but that defeats the purpose. This was one huge letdown for me with this headset, as the playback feature on the x12's was perhaps the best feature of the headset."
yes/no,B00D96BMV8,5-May-14,1399273200,Is this headset wireless?,?,"No, it plugs into an adapter that plugs into the Xbox controller"
open-ended,B00D96BMV8,16-Dec-14,1418716800,What's the difference between this model &amp; the Ear Force XO Four Stealth?,,"The XO FOUR Stealth has a new chat adapter made by Turtle Beach that repalces the one made by Microsoft that ships with the XO FOUR. It adds more features. like mic monitoring, Bass Boost, and others ... you can read about it here ... http://www.turtlebeach.com/product-detail/pc-accessories/ear-force-headset-audio-controller/644"
open-ended,B00D96BMV8,16-Nov-14,1416124800,How exactly does the headset connect to the console? What kind of connection is it?,,"The headset connects to the included Xbox One audio adapter, which is then plugged Into the bottom of the controller. The headset itself uses a common 'headphone' plug."
yes/no,B00D96BMV8,15-Aug-14,1408086000,Is the mic detachable?,Y,Yes but leave it in a safe place so you dont lose it
yes/no,B00D96BMV8,5-Jun-14,1401951600,Does it play game sound through the headset?,Y,"Yes but it plays volume through TV also, have not figured out a way to mute TV sound and keep sound only in headset. It's a great headset though!"
open-ended,B00D96BMV8,8-Dec-14,1418025600,How good is the headset adapter? Is it the official xbox headset adapter or Turtle Beach's version?,,"The XO FOUR comes with the original Xbox One Stereo Headset Adapter made by Microsoft. If you want one of the Turtle Beach adapters, which add features like mic monitoring and Bass Boost and other presets you should look at the XO ONE, XO SEVEN Pro, or the Call of Duty Sentinel Task Force or Call of Duty Sentinel Prestige. Those headsets were all launched after Microsoft decided that headset manufacturers needed to make their own adapters. Up until the summer of 2014 Microsoft mandated that manufacturers use the adapter made by Microsoft."
open-ended,B00D96BMV8,19-Mar-15,1426748400,This product brings Stereo Headset Adapter?,,"Yes, It has the adapter for the controller."
yes/no,B00D96BMV8,31-Dec-14,1420012800,can i use with iphone,Y,Yes
open-ended,B00D96BPL0,22-Apr-14,1398150000,playstation 3,,Yes it can be used with the PS3. The chat function (voice only) works through the USB but if you want in game audio you'll need either a jack input or the component cable from your PS3. I just used a jack input so that I wouldn't have to lose my HDMI. It is the same method for the PS4 and PC if you are interested in those as well. In my opinion this headset is the best choice at its price.
yes/no,B00D96BPL0,30-Oct-14,1414652400,Could I hear in game sound?,?,"I am not certain on all games, but a few I have played yes and some no. Thanks"
open-ended,B00D96BPL0,20-Jul-14,1405839600,"Will these work with the ps4? If so, how do I set it up?",,"Technically, yes, and it is very simple to set up. You must plug the USB into the PS4 and the headphone jack into the controller, then go to settings and change all sounds to go to the headset. The issue with this is that you must sit directly in front of your tv because the split in the cord is so short. I mostly use them with my laptop. I have been meaning to test if it is necessary to plug the jack into the controller. If it does work without that, then these work great with the PS4!"
yes/no,B00D96BPL0,6-Dec-14,1417852800,Does this work on the Wii U?,Y,"Yes, if you use it without the inline amp it will work fine"
yes/no,B00D96BPL0,28-Feb-15,1425110400,Is there an option that let's you change your voice?,N,"Not that I know of, no."
open-ended,B00D96BPL0,19-Dec-14,1418976000,Anyone knows if it works on a wii u?,,"Yes it will work on a Wii U. Just unplug the headset from the inline amp and plug it directly into the Wii U's 3.5mm audio port. Easy Peasy. The Marvel Seven is a great headset, I actually use one at my desk every day for phone calls and video chat."
open-ended,B00D96BPL0,25-Nov-14,1416902400,What adaptor do I need to purchase to be able to use these on an xBox one?,,"At the moment, I believe the only adapter on the market is sold by Microsoft. http://www.amazon.com/Xbox-One-Stereo-Headset-Adapter/dp/B00OIPOTYG/ref=sr_1_2?ie=UTF8&qid=1416942895&sr=8-2&keywords=xbox+one+chat+adapter&pebp=1416942902749 The Marvel Headset is really nice, I use it every day at the office."
yes/no,B00D96BPL0,24-Jan-15,1422086400,Is the audio cable connected to the ear cup removable? I would like to be able to use the headset with a different audio cable.,N,No it's not removable.
open-ended,B00D96BPL0,10-Nov-14,1415606400,PX22 or this?,,definitely this
open-ended,B00D96BPL0,8-Nov-14,1415433600,How comfortable is this headset? What about the sound quality?,,Comfort is good you just have to break them in first. They were tight on me out of the box but after a few nights of leaving them extended on a box that wasn't an issue. But comfort is really dependent on your opinion and preference. Sound is very good in my opinion these are better than the more pricey headsets out right now. The mixer is a bit of a pain to use though depending on what platform you'll be using these on. I got these for the PC and have to change some settings to get them to work properly. Lately I have been using them on the PS4 except the mixer will not work at all for me. Just the headset itself plugged into the controller works fine though.
open-ended,B00D96BPL0,22-Apr-14,1398150000,playstation 3,,Yes it can be used with the PS3. The chat function (voice only) works through the USB but if you want in game audio you'll need either a jack input or the component cable from your PS3. I just used a jack input so that I wouldn't have to lose my HDMI. It is the same method for the PS4 and PC if you are interested in those as well. In my opinion this headset is the best choice at its price.
yes/no,B00D96BPL0,30-Oct-14,1414652400,Could I hear in game sound?,?,"I am not certain on all games, but a few I have played yes and some no. Thanks"
open-ended,B00D96BPL0,20-Jul-14,1405839600,"Will these work with the ps4? If so, how do I set it up?",,"Technically, yes, and it is very simple to set up. You must plug the USB into the PS4 and the headphone jack into the controller, then go to settings and change all sounds to go to the headset. The issue with this is that you must sit directly in front of your tv because the split in the cord is so short. I mostly use them with my laptop. I have been meaning to test if it is necessary to plug the jack into the controller. If it does work without that, then these work great with the PS4!"
yes/no,B00D96BPL0,6-Dec-14,1417852800,Does this work on the Wii U?,Y,"Yes, if you use it without the inline amp it will work fine"
yes/no,B00D96BPL0,28-Feb-15,1425110400,Is there an option that let's you change your voice?,N,"Not that I know of, no."
open-ended,B00D96BPL0,19-Dec-14,1418976000,Anyone knows if it works on a wii u?,,"Yes it will work on a Wii U. Just unplug the headset from the inline amp and plug it directly into the Wii U's 3.5mm audio port. Easy Peasy. The Marvel Seven is a great headset, I actually use one at my desk every day for phone calls and video chat."
open-ended,B00D96BPL0,25-Nov-14,1416902400,What adaptor do I need to purchase to be able to use these on an xBox one?,,"At the moment, I believe the only adapter on the market is sold by Microsoft. http://www.amazon.com/Xbox-One-Stereo-Headset-Adapter/dp/B00OIPOTYG/ref=sr_1_2?ie=UTF8&qid=1416942895&sr=8-2&keywords=xbox+one+chat+adapter&pebp=1416942902749 The Marvel Headset is really nice, I use it every day at the office."
yes/no,B00D96BPL0,24-Jan-15,1422086400,Is the audio cable connected to the ear cup removable? I would like to be able to use the headset with a different audio cable.,N,No it's not removable.
open-ended,B00D96BPL0,10-Nov-14,1415606400,PX22 or this?,,definitely this
open-ended,B00D96BPL0,8-Nov-14,1415433600,How comfortable is this headset? What about the sound quality?,,Comfort is good you just have to break them in first. They were tight on me out of the box but after a few nights of leaving them extended on a box that wasn't an issue. But comfort is really dependent on your opinion and preference. Sound is very good in my opinion these are better than the more pricey headsets out right now. The mixer is a bit of a pain to use though depending on what platform you'll be using these on. I got these for the PC and have to change some settings to get them to work properly. Lately I have been using them on the PS4 except the mixer will not work at all for me. Just the headset itself plugged into the controller works fine though.
open-ended,B00D96BPL0,22-Apr-14,1398150000,playstation 3,,Yes it can be used with the PS3. The chat function (voice only) works through the USB but if you want in game audio you'll need either a jack input or the component cable from your PS3. I just used a jack input so that I wouldn't have to lose my HDMI. It is the same method for the PS4 and PC if you are interested in those as well. In my opinion this headset is the best choice at its price.
yes/no,B00D96BPL0,30-Oct-14,1414652400,Could I hear in game sound?,?,"I am not certain on all games, but a few I have played yes and some no. Thanks"
open-ended,B00D96BPL0,20-Jul-14,1405839600,"Will these work with the ps4? If so, how do I set it up?",,"Technically, yes, and it is very simple to set up. You must plug the USB into the PS4 and the headphone jack into the controller, then go to settings and change all sounds to go to the headset. The issue with this is that you must sit directly in front of your tv because the split in the cord is so short. I mostly use them with my laptop. I have been meaning to test if it is necessary to plug the jack into the controller. If it does work without that, then these work great with the PS4!"
yes/no,B00D96BPL0,6-Dec-14,1417852800,Does this work on the Wii U?,Y,"Yes, if you use it without the inline amp it will work fine"
yes/no,B00D96BPL0,28-Feb-15,1425110400,Is there an option that let's you change your voice?,N,"Not that I know of, no."
open-ended,B00D96BPL0,19-Dec-14,1418976000,Anyone knows if it works on a wii u?,,"Yes it will work on a Wii U. Just unplug the headset from the inline amp and plug it directly into the Wii U's 3.5mm audio port. Easy Peasy. The Marvel Seven is a great headset, I actually use one at my desk every day for phone calls and video chat."
open-ended,B00D96BPL0,25-Nov-14,1416902400,What adaptor do I need to purchase to be able to use these on an xBox one?,,"At the moment, I believe the only adapter on the market is sold by Microsoft. http://www.amazon.com/Xbox-One-Stereo-Headset-Adapter/dp/B00OIPOTYG/ref=sr_1_2?ie=UTF8&qid=1416942895&sr=8-2&keywords=xbox+one+chat+adapter&pebp=1416942902749 The Marvel Headset is really nice, I use it every day at the office."
yes/no,B00D96BPL0,24-Jan-15,1422086400,Is the audio cable connected to the ear cup removable? I would like to be able to use the headset with a different audio cable.,N,No it's not removable.
open-ended,B00D96BPL0,10-Nov-14,1415606400,PX22 or this?,,definitely this
open-ended,B00D96BPL0,8-Nov-14,1415433600,How comfortable is this headset? What about the sound quality?,,Comfort is good you just have to break them in first. They were tight on me out of the box but after a few nights of leaving them extended on a box that wasn't an issue. But comfort is really dependent on your opinion and preference. Sound is very good in my opinion these are better than the more pricey headsets out right now. The mixer is a bit of a pain to use though depending on what platform you'll be using these on. I got these for the PC and have to change some settings to get them to work properly. Lately I have been using them on the PS4 except the mixer will not work at all for me. Just the headset itself plugged into the controller works fine though.
open-ended,B00D96BPL0,22-Apr-14,1398150000,playstation 3,,Yes it can be used with the PS3. The chat function (voice only) works through the USB but if you want in game audio you'll need either a jack input or the component cable from your PS3. I just used a jack input so that I wouldn't have to lose my HDMI. It is the same method for the PS4 and PC if you are interested in those as well. In my opinion this headset is the best choice at its price.
yes/no,B00D96BPL0,30-Oct-14,1414652400,Could I hear in game sound?,?,"I am not certain on all games, but a few I have played yes and some no. Thanks"
open-ended,B00D96BPL0,20-Jul-14,1405839600,"Will these work with the ps4? If so, how do I set it up?",,"Technically, yes, and it is very simple to set up. You must plug the USB into the PS4 and the headphone jack into the controller, then go to settings and change all sounds to go to the headset. The issue with this is that you must sit directly in front of your tv because the split in the cord is so short. I mostly use them with my laptop. I have been meaning to test if it is necessary to plug the jack into the controller. If it does work without that, then these work great with the PS4!"
yes/no,B00D96BPL0,6-Dec-14,1417852800,Does this work on the Wii U?,Y,"Yes, if you use it without the inline amp it will work fine"
yes/no,B00D96BPL0,28-Feb-15,1425110400,Is there an option that let's you change your voice?,N,"Not that I know of, no."
open-ended,B00D96BPL0,19-Dec-14,1418976000,Anyone knows if it works on a wii u?,,"Yes it will work on a Wii U. Just unplug the headset from the inline amp and plug it directly into the Wii U's 3.5mm audio port. Easy Peasy. The Marvel Seven is a great headset, I actually use one at my desk every day for phone calls and video chat."
open-ended,B00D96BPL0,25-Nov-14,1416902400,What adaptor do I need to purchase to be able to use these on an xBox one?,,"At the moment, I believe the only adapter on the market is sold by Microsoft. http://www.amazon.com/Xbox-One-Stereo-Headset-Adapter/dp/B00OIPOTYG/ref=sr_1_2?ie=UTF8&qid=1416942895&sr=8-2&keywords=xbox+one+chat+adapter&pebp=1416942902749 The Marvel Headset is really nice, I use it every day at the office."
yes/no,B00D96BPL0,24-Jan-15,1422086400,Is the audio cable connected to the ear cup removable? I would like to be able to use the headset with a different audio cable.,N,No it's not removable.
open-ended,B00D96BPL0,10-Nov-14,1415606400,PX22 or this?,,definitely this
open-ended,B00D96BPL0,8-Nov-14,1415433600,How comfortable is this headset? What about the sound quality?,,Comfort is good you just have to break them in first. They were tight on me out of the box but after a few nights of leaving them extended on a box that wasn't an issue. But comfort is really dependent on your opinion and preference. Sound is very good in my opinion these are better than the more pricey headsets out right now. The mixer is a bit of a pain to use though depending on what platform you'll be using these on. I got these for the PC and have to change some settings to get them to work properly. Lately I have been using them on the PS4 except the mixer will not work at all for me. Just the headset itself plugged into the controller works fine though.
open-ended,B00D96BPL0,22-Apr-14,1398150000,playstation 3,,Yes it can be used with the PS3. The chat function (voice only) works through the USB but if you want in game audio you'll need either a jack input or the component cable from your PS3. I just used a jack input so that I wouldn't have to lose my HDMI. It is the same method for the PS4 and PC if you are interested in those as well. In my opinion this headset is the best choice at its price.
yes/no,B00D96BPL0,30-Oct-14,1414652400,Could I hear in game sound?,?,"I am not certain on all games, but a few I have played yes and some no. Thanks"
open-ended,B00D96BPL0,20-Jul-14,1405839600,"Will these work with the ps4? If so, how do I set it up?",,"Technically, yes, and it is very simple to set up. You must plug the USB into the PS4 and the headphone jack into the controller, then go to settings and change all sounds to go to the headset. The issue with this is that you must sit directly in front of your tv because the split in the cord is so short. I mostly use them with my laptop. I have been meaning to test if it is necessary to plug the jack into the controller. If it does work without that, then these work great with the PS4!"
yes/no,B00D96BPL0,6-Dec-14,1417852800,Does this work on the Wii U?,Y,"Yes, if you use it without the inline amp it will work fine"
yes/no,B00D96BPL0,28-Feb-15,1425110400,Is there an option that let's you change your voice?,N,"Not that I know of, no."
open-ended,B00D96BPL0,19-Dec-14,1418976000,Anyone knows if it works on a wii u?,,"Yes it will work on a Wii U. Just unplug the headset from the inline amp and plug it directly into the Wii U's 3.5mm audio port. Easy Peasy. The Marvel Seven is a great headset, I actually use one at my desk every day for phone calls and video chat."
open-ended,B00D96BPL0,25-Nov-14,1416902400,What adaptor do I need to purchase to be able to use these on an xBox one?,,"At the moment, I believe the only adapter on the market is sold by Microsoft. http://www.amazon.com/Xbox-One-Stereo-Headset-Adapter/dp/B00OIPOTYG/ref=sr_1_2?ie=UTF8&qid=1416942895&sr=8-2&keywords=xbox+one+chat+adapter&pebp=1416942902749 The Marvel Headset is really nice, I use it every day at the office."
yes/no,B00D96BPL0,24-Jan-15,1422086400,Is the audio cable connected to the ear cup removable? I would like to be able to use the headset with a different audio cable.,N,No it's not removable.
open-ended,B00D96BPL0,10-Nov-14,1415606400,PX22 or this?,,definitely this
open-ended,B00D96BPL0,8-Nov-14,1415433600,How comfortable is this headset? What about the sound quality?,,Comfort is good you just have to break them in first. They were tight on me out of the box but after a few nights of leaving them extended on a box that wasn't an issue. But comfort is really dependent on your opinion and preference. Sound is very good in my opinion these are better than the more pricey headsets out right now. The mixer is a bit of a pain to use though depending on what platform you'll be using these on. I got these for the PC and have to change some settings to get them to work properly. Lately I have been using them on the PS4 except the mixer will not work at all for me. Just the headset itself plugged into the controller works fine though.
yes/no,B00D9EPI38,21-Apr-14,1398063600,Can this xbox connect to the internet via a wired connection?,Y,yes
yes/no,B00D9EPI38,17-Apr-14,1397718000,"So, DOES it have hdmi output? (The Xbod itself is not a monitor so I can't ""watch movies right on it."" I still have to connect to a screen)",Y,"Yes, it has HDMI output."
open-ended,B00D9EPI38,12-Nov-14,1415779200,will the 320GB hard drives for the XBOX 360 slim fit in this model? are they the same?,,"Yes, we replaced the 4 gb with a 320 gb in 3 systems for my boys..all three work great"
yes/no,B00D9EPI38,10-May-14,1399705200,"if all I want is to play games, is 4GB good enough, I dont need or want all the bells and whistles, just gameplay",?,"As long as you're going to play games of the actual discs, then yes 4 gigabytes is plenty good. If you are wanting to download games from xbox live and run them off a hard drive, then 4 gigs will not get you very far."
open-ended,B00D9EPI38,26-Nov-14,1416988800,This console is compatible with kinectic?,,Yes
yes/no,B00D9EPI38,28-Nov-14,1417161600,can i add a hard drive,Y,"You don't need a proprietary Microsoft one. I ordered this Hausbell one, which was the cheapest available at Amazon, at the time: http://www.amazon.com/Hausbell-320G-Hard-Drive-Microsoft/dp/B00B0QONB0/ref=sr_1_16?ie=UTF8&qid=1417195335&sr=8-16&keywords=xbox+hard+drive -it installed very easily and automatically, and has worked perfectly. There are larger ones now available, and I'd guess other brands are just as good. In fact, my drive had nothing that identified it as a ""Hausbell"" drive -the drive looked totally generic. Note that this and other drives advertised and/or labeled as for the Slim, work fine on the 360E because the octagonal slots are identical."
yes/no,B00D9EPI38,28-Nov-14,1417161600,do you have to pay for internet?,N,"As of this past summer, you are no longer required to subscribe to Xbox Live to use apps such as Netflix, Amazon Video, and HBOGo. The only thing you need the subscription for now is multiplayer gaming."
yes/no,B00D9EPI38,27-May-14,1401174000,Can i play dvds from it?,?,Yes you lost certainly can but not Blu Ray ones. Only Playstation 3 and 4 does that. And you can do Netflix and Hulu also.
open-ended,B00D9EPI38,29-Nov-14,1417248000,how many controllers can be used with this systm? at the same time.,,4
open-ended,B00D9EPI38,28-Nov-14,1417161600,How do I know which memory upgrade to buy??? See some comments about some of the upgrades not fitting this unit???,,"I bought this one here at Amazon: http://www.amazon.com/Hausbell-320G-Hard-Drive-Microsoft/dp/B00B0QONB0/ref=sr_1_16?ie=UTF8&qid=1417195335&sr=8-16&keywords=xbox+hard+drive, but today I'd get this bigger one that is now available: http://www.amazon.com/500GB-Hard-Drive-Internal-Black/dp/B00JJIJNB6/ref=pd_cp_pc_3. Mine installed easily and automatically, and works fine. Any hexagonal drive designed for the Xbox will work, and any that are supposed to be for the Slim (like mine) will work perfectly on the 360E."
open-ended,B00D9FQAM0,19-Jun-14,1403161200,if i buy this used does it come with cords?,,Depends on the seller. If it's used... But it should.
yes/no,B00D9FQAM0,6-May-14,1399359600,does this come with any cords,Y,It comes with the basic cords. If you like games in HD you gotta buy your own
open-ended,B00D9FQAM0,23-May-14,1400828400,Should i buy the used xbox you have 250 gigs or should i buy another hardrive Why i ask is i bought a xbox 20 gig but it was refurbished and only 13 g,,"I return this xbox because of the Region, mine is Pal because im in Europe. If you want to install games on your console you should go for more gigs otherwise buy one that you thinks its best for you!"
open-ended,B00D9FQAM0,27-Nov-14,1417075200,"Would I be better off buying the 250g Elite (the older, black model) or this newer version? I use my Xbox solely for FPS/Netflix",,"This one for sure , better system for the $ the elite made noises and always messed up so get this"
yes/no,B00D9FQAM0,18 days ago,,is there a headset included with the new xbox,Y,If you buy it brand new yes or you could just buy the headset seperately.
yes/no,B00D9FQAM0,19 days ago,,is there a headset included,?,Unfortunately no.
open-ended,B00D9FQAM0,20-Jan-15,1421740800,Will tthe headphones work with the X box 360 E witch is without a digital output on the console ? Is there some kind of adaptor you can buy ?,,"This is worded kind of difficult for me to understand, but if you are talking about the simple headset that plugs into the controller, there is no need for an adapter. But if your wanting to use Turtle Beaches or other fancy ones, you'll need to buy the adapter from their company."
yes/no,B00D9FQAM0,27-Dec-14,1419667200,"Does this ""updated"" model fix the constant red ring of death of the older model?",Y,"I haven't had the red ring since using this model. It has worked great for me. As to fixing things with this one, I am sure they have updated some things."
open-ended,B00D9FQAM0,26-Dec-14,1419580800,what is ntsc,,Ntsc is a video standard used in the usa Othet countries like brazil use pal format for video Any device for video like any type of playback device or even movies like dvds or actual games need to be of the correct format for your country and the device they have to match each other Ntsc player = ntsc dvd or ntsc game this will make them compatible. Hope this helps
